Year,Month,Variable,101,102
1903,12,maxtemp,0.174037,0.174037
1904,1,maxtemp,-1.828563,-1.828563
1904,2,maxtemp,-1.62201,-1.62201
1904,3,maxtemp,9.02617353,9.02617353
1904,4,maxtemp,16.8590493,16.8590493
1904,5,maxtemp,27.401794,27.401794
1904,6,maxtemp,31.94804,31.94804
1904,7,maxtemp,33.271732,33.271732
1904,8,maxtemp,33.062902,33.062902
1904,9,maxtemp,26.876863,26.876863
1904,10,maxtemp,20.732869,20.732869
1904,11,maxtemp,15.849009,15.849009
1904,12,maxtemp,3.4491277,3.4491277
1905,1,maxtemp,0.160844,0.160844
1905,2,maxtemp,3.0300837,3.0300837
1905,3,maxtemp,12.9559476,12.9559476
1905,4,maxtemp,19.215214,19.215214
1905,5,maxtemp,25.991638,25.991638
1905,6,maxtemp,31.084345,31.084345
1905,7,maxtemp,34.105171,34.105171
1905,8,maxtemp,34.440716,34.440716
1905,9,maxtemp,29.777094,29.777094
1905,10,maxtemp,19.304445,19.304445
1905,11,maxtemp,12.697156,12.697156
1905,12,maxtemp,7.0259516,7.0259516
1906,1,maxtemp,6.0241985,6.0241985
1906,2,maxtemp,4.267793,4.267793
1906,3,maxtemp,8.3958104,8.3958104
1906,4,maxtemp,23.620377,23.620377
1906,5,maxtemp,25.964845,25.964845
1906,6,maxtemp,32.107697,32.107697
1906,7,maxtemp,35.610723,35.610723
1906,8,maxtemp,34.04046,34.04046
1906,9,maxtemp,31.020521,31.020521
1906,10,maxtemp,20.845929,20.845929
1906,11,maxtemp,11.7992921,11.7992921
1906,12,maxtemp,3.3082757,3.3082757
1907,1,maxtemp,-1.445864,-1.445864
1907,2,maxtemp,5.3931775,5.3931775
1907,3,maxtemp,11.351249,11.351249
1907,4,maxtemp,14.8726444,14.8726444
1907,5,maxtemp,21.472699,21.472699
1907,6,maxtemp,33.221836,33.221836
1907,7,maxtemp,35.139065,35.139065
1907,8,maxtemp,33.201496,33.201496
1907,9,maxtemp,26.89231,26.89231
1907,10,maxtemp,21.643745,21.643745
1907,11,maxtemp,12.5539105,12.5539105
1907,12,maxtemp,7.4981146,7.4981146
1908,1,maxtemp,5.288766,5.288766
1908,2,maxtemp,5.902236,5.902236
1908,3,maxtemp,11.395196,11.395196
1908,4,maxtemp,22.298221,22.298221
1908,5,maxtemp,26.89918,26.89918
1908,6,maxtemp,31.3542,31.3542
1908,7,maxtemp,35.54009,35.54009
1908,8,maxtemp,32.724068,32.724068
1908,9,maxtemp,32.121262,32.121262
1908,10,maxtemp,22.2865305,22.2865305
1908,11,maxtemp,13.6934857,13.6934857
1908,12,maxtemp,4.352392,4.352392
1909,1,maxtemp,1.354936,1.354936
1909,2,maxtemp,4.165786,4.165786
1909,3,maxtemp,10.8316175,10.8316175
1909,4,maxtemp,15.3634043,15.3634043
1909,5,maxtemp,25.827345,25.827345
1909,6,maxtemp,34.275412,34.275412
1909,7,maxtemp,35.70116,35.70116
1909,8,maxtemp,34.687258,34.687258
1909,9,maxtemp,28.989122,28.989122
1909,10,maxtemp,20.117063,20.117063
1909,11,maxtemp,13.6902673,13.6902673
1909,12,maxtemp,1.410156,1.410156
1910,1,maxtemp,3.2048283,3.2048283
1910,2,maxtemp,1.361463,1.361463
1910,3,maxtemp,20.117671,20.117671
1910,4,maxtemp,24.656698,24.656698
1910,5,maxtemp,26.072094,26.072094
1910,6,maxtemp,36.7954,36.7954
1910,7,maxtemp,36.553381,36.553381
1910,8,maxtemp,33.293962,33.293962
1910,9,maxtemp,28.785744,28.785744
1910,10,maxtemp,24.208886,24.208886
1910,11,maxtemp,8.1480029,8.1480029
1910,12,maxtemp,3.225409,3.225409
1911,1,maxtemp,0.153358,0.153358
1911,2,maxtemp,6.313799,6.313799
1911,3,maxtemp,13.8436959,13.8436959
1911,4,maxtemp,21.113949,21.113949
1911,5,maxtemp,30.39812,30.39812
1911,6,maxtemp,35.513056,35.513056
1911,7,maxtemp,34.819984,34.819984
1911,8,maxtemp,32.154528,32.154528
1911,9,maxtemp,27.085064,27.085064
1911,10,maxtemp,19.987445,19.987445
1911,11,maxtemp,7.789529,7.789529
1911,12,maxtemp,5.8437576,5.8437576
1912,1,maxtemp,-7.242647,-7.242647
1912,2,maxtemp,1.902675,1.902675
1912,3,maxtemp,8.5477606,8.5477606
1912,4,maxtemp,22.6350975,22.6350975
1912,5,maxtemp,27.7188,27.7188
1912,6,maxtemp,32.341995,32.341995
1912,7,maxtemp,34.258488,34.258488
1912,8,maxtemp,30.181034,30.181034
1912,9,maxtemp,27.911648,27.911648
1912,10,maxtemp,23.796734,23.796734
1912,11,maxtemp,13.8571932,13.8571932
1912,12,maxtemp,6.5278327,6.5278327
1913,1,maxtemp,0.389903,0.389903
1913,2,maxtemp,0.813793,0.813793
1913,3,maxtemp,6.7941124,6.7941124
1913,4,maxtemp,23.179615,23.179615
1913,5,maxtemp,25.40893,25.40893
1913,6,maxtemp,34.496017,34.496017
1913,7,maxtemp,33.115139,33.115139
1913,8,maxtemp,34.023354,34.023354
1913,9,maxtemp,27.950151,27.950151
1913,10,maxtemp,19.681904,19.681904
1913,11,maxtemp,15.2743077,15.2743077
1913,12,maxtemp,10.0018055,10.0018055
1914,1,maxtemp,4.4864945,4.4864945
1914,2,maxtemp,-0.323861,-0.323861
1914,3,maxtemp,11.1127464,11.1127464
1914,4,maxtemp,18.135068,18.135068
1914,5,maxtemp,29.586468,29.586468
1914,6,maxtemp,32.853056,32.853056
1914,7,maxtemp,37.404171,37.404171
1914,8,maxtemp,33.187359,33.187359
1914,9,maxtemp,29.516787,29.516787
1914,10,maxtemp,25.402006,25.402006
1914,11,maxtemp,12.3752506,12.3752506
1914,12,maxtemp,1.566853,1.566853
1915,1,maxtemp,0.777285,0.777285
1915,2,maxtemp,8.2230393,8.2230393
1915,3,maxtemp,12.5653217,12.5653217
1915,4,maxtemp,26.284424,26.284424
1915,5,maxtemp,25.239551,25.239551
1915,6,maxtemp,29.92985,29.92985
1915,7,maxtemp,33.108767,33.108767
1915,8,maxtemp,33.921062,33.921062
1915,9,maxtemp,29.134567,29.134567
1915,10,maxtemp,22.873985,22.873985
1915,11,maxtemp,11.774254,11.774254
1915,12,maxtemp,5.1491613,5.1491613
1916,1,maxtemp,-0.503425,-0.503425
1916,2,maxtemp,1.931447,1.931447
1916,3,maxtemp,9.2830819,9.2830819
1916,4,maxtemp,19.544289,19.544289
1916,5,maxtemp,25.8744135,25.8744135
1916,6,maxtemp,30.10333,30.10333
1916,7,maxtemp,39.171345,39.171345
1916,8,maxtemp,34.43527,34.43527
1916,9,maxtemp,27.596117,27.596117
1916,10,maxtemp,19.322379,19.322379
1916,11,maxtemp,12.1261923,12.1261923
1916,12,maxtemp,0.863334,0.863334
1917,1,maxtemp,-1.090228,-1.090228
1917,2,maxtemp,-2.008899,-2.008899
1917,3,maxtemp,10.84935105,10.84935105
1917,4,maxtemp,17.4203796,17.4203796
1917,5,maxtemp,27.241556,27.241556
1917,6,maxtemp,31.317415,31.317415
1917,7,maxtemp,36.438097,36.438097
1917,8,maxtemp,32.63547,32.63547
1917,9,maxtemp,28.13339,28.13339
1917,10,maxtemp,14.6366115,14.6366115
1917,11,maxtemp,15.1123705,15.1123705
1917,12,maxtemp,-1.289337,-1.289337
1918,1,maxtemp,-3.177784,-3.177784
1918,2,maxtemp,4.093125,4.093125
1918,3,maxtemp,16.4338,16.4338
1918,4,maxtemp,21.761036,21.761036
1918,5,maxtemp,27.887281,27.887281
1918,6,maxtemp,32.941328,32.941328
1918,7,maxtemp,35.383919,35.383919
1918,8,maxtemp,35.72231,35.72231
1918,9,maxtemp,26.471947,26.471947
1918,10,maxtemp,22.081252,22.081252
1918,11,maxtemp,14.2960825,14.2960825
1918,12,maxtemp,6.9689772,6.9689772
1919,1,maxtemp,6.0058963,6.0058963
1919,2,maxtemp,4.2187676,4.2187676
1919,3,maxtemp,10.7337179,10.7337179
1919,4,maxtemp,20.501084,20.501084
1919,5,maxtemp,29.377281,29.377281
1919,6,maxtemp,34.235676,34.235676
1919,7,maxtemp,36.920576,36.920576
1919,8,maxtemp,34.060755,34.060755
1919,9,maxtemp,30.171373,30.171373
1919,10,maxtemp,18.711594,18.711594
1919,11,maxtemp,8.327358,8.327358
1919,12,maxtemp,-0.936352,-0.936352
1920,1,maxtemp,-1.740898,-1.740898
1920,2,maxtemp,3.811119,3.811119
1920,3,maxtemp,11.9360671,11.9360671
1920,4,maxtemp,16.283361,16.283361
1920,5,maxtemp,29.0673,29.0673
1920,6,maxtemp,32.933949,32.933949
1920,7,maxtemp,34.795149,34.795149
1920,8,maxtemp,35.029316,35.029316
1920,9,maxtemp,31.407675,31.407675
1920,10,maxtemp,26.171053,26.171053
1920,11,maxtemp,10.5033491,10.5033491
1920,12,maxtemp,5.006031,5.006031
1921,1,maxtemp,4.988389,4.988389
1921,2,maxtemp,7.5323186,7.5323186
1921,3,maxtemp,11.9243045,11.9243045
1921,4,maxtemp,23.051676,23.051676
1921,5,maxtemp,29.401823,29.401823
1921,6,maxtemp,35.584272,35.584272
1921,7,maxtemp,38.840782,38.840782
1921,8,maxtemp,34.743446,34.743446
1921,9,maxtemp,29.481924,29.481924
1921,10,maxtemp,23.007524,23.007524
1921,11,maxtemp,7.7518554,7.7518554
1921,12,maxtemp,4.404121,4.404121
1922,1,maxtemp,1.284104,1.284104
1922,2,maxtemp,2.7742076,2.7742076
1922,3,maxtemp,12.3064587,12.3064587
1922,4,maxtemp,19.6892185,19.6892185
1922,5,maxtemp,31.21231,31.21231
1922,6,maxtemp,33.996387,33.996387
1922,7,maxtemp,34.481613,34.481613
1922,8,maxtemp,35.731787,35.731787
1922,9,maxtemp,31.255087,31.255087
1922,10,maxtemp,24.00891,24.00891
1922,11,maxtemp,13.5371113,13.5371113
1922,12,maxtemp,2.391708,2.391708
1923,1,maxtemp,3.2141104,3.2141104
1923,2,maxtemp,1.4322,1.4322
1923,3,maxtemp,6.194266,6.194266
1923,4,maxtemp,19.556501,19.556501
1923,5,maxtemp,29.46879,29.46879
1923,6,maxtemp,36.141006,36.141006
1923,7,maxtemp,36.866022,36.866022
1923,8,maxtemp,32.911144,32.911144
1923,9,maxtemp,29.755394,29.755394
1923,10,maxtemp,22.5774765,22.5774765
1923,11,maxtemp,15.8260055,15.8260055
1923,12,maxtemp,9.17311627,9.17311627
1924,1,maxtemp,-2.080906,-2.080906
1924,2,maxtemp,7.1247714,7.1247714
1924,3,maxtemp,11.7183211,11.7183211
1924,4,maxtemp,18.803473,18.803473
1924,5,maxtemp,24.312115,24.312115
1924,6,maxtemp,31.438486,31.438486
1924,7,maxtemp,34.554094,34.554094
1924,8,maxtemp,32.765253,32.765253
1924,9,maxtemp,26.819984,26.819984
1924,10,maxtemp,26.651508,26.651508
1924,11,maxtemp,10.8974385,10.8974385
1924,12,maxtemp,-1.204716,-1.204716
1925,1,maxtemp,1.9076,1.9076
1925,2,maxtemp,5.654762,5.654762
1925,3,maxtemp,13.1682863,13.1682863
1925,4,maxtemp,23.3887415,23.3887415
1925,5,maxtemp,28.157745,28.157745
1925,6,maxtemp,32.028473,32.028473
1925,7,maxtemp,35.083406,35.083406
1925,8,maxtemp,35.779623,35.779623
1925,9,maxtemp,28.849579,28.849579
1925,10,maxtemp,14.6727414,14.6727414
1925,11,maxtemp,12.2050495,12.2050495
1925,12,maxtemp,2.552814,2.552814
1926,1,maxtemp,3.2373977,3.2373977
1926,2,maxtemp,6.2692003,6.2692003
1926,3,maxtemp,8.6803409,8.6803409
1926,4,maxtemp,20.683838,20.683838
1926,5,maxtemp,30.37855,30.37855
1926,6,maxtemp,30.4903,30.4903
1926,7,maxtemp,35.766642,35.766642
1926,8,maxtemp,33.15492,33.15492
1926,9,maxtemp,24.705236,24.705236
1926,10,maxtemp,19.251113,19.251113
1926,11,maxtemp,7.2057285,7.2057285
1926,12,maxtemp,1.609246,1.609246
1927,1,maxtemp,0.663993,0.663993
1927,2,maxtemp,5.7826796,5.7826796
1927,3,maxtemp,13.1826758,13.1826758
1927,4,maxtemp,19.273303,19.273303
1927,5,maxtemp,23.496327,23.496327
1927,6,maxtemp,31.62451,31.62451
1927,7,maxtemp,33.883291,33.883291
1927,8,maxtemp,32.365755,32.365755
1927,9,maxtemp,29.629333,29.629333
1927,10,maxtemp,23.462179,23.462179
1927,11,maxtemp,8.803192,8.803192
1927,12,maxtemp,-1.80054,-1.80054
1928,1,maxtemp,2.1285553,2.1285553
1928,2,maxtemp,5.0511107,5.0511107
1928,3,maxtemp,11.5819201,11.5819201
1928,4,maxtemp,16.61865,16.61865
1928,5,maxtemp,30.376112,30.376112
1928,6,maxtemp,30.171955,30.171955
1928,7,maxtemp,34.453135,34.453135
1928,8,maxtemp,33.834845,33.834845
1928,9,maxtemp,26.286674,26.286674
1928,10,maxtemp,21.720241,21.720241
1928,11,maxtemp,14.4516077,14.4516077
1928,12,maxtemp,6.908894,6.908894
1929,1,maxtemp,-4.663893,-4.663893
1929,2,maxtemp,1.010112,1.010112
1929,3,maxtemp,12.7090988,12.7090988
1929,4,maxtemp,21.0436735,21.0436735
1929,5,maxtemp,26.103544,26.103544
1929,6,maxtemp,32.730686,32.730686
1929,7,maxtemp,36.919865,36.919865
1929,8,maxtemp,35.339603,35.339603
1929,9,maxtemp,27.652214,27.652214
1929,10,maxtemp,23.077967,23.077967
1929,11,maxtemp,10.2760256,10.2760256
1929,12,maxtemp,2.427955,2.427955
1930,1,maxtemp,-2.439835,-2.439835
1930,2,maxtemp,7.6164334,7.6164334
1930,3,maxtemp,11.9034781,11.9034781
1930,4,maxtemp,22.723786,22.723786
1930,5,maxtemp,27.511732,27.511732
1930,6,maxtemp,33.94894,33.94894
1930,7,maxtemp,36.53091,36.53091
1930,8,maxtemp,37.854233,37.854233
1930,9,maxtemp,29.800583,29.800583
1930,10,maxtemp,20.433753,20.433753
1930,11,maxtemp,14.1402216,14.1402216
1930,12,maxtemp,6.1065626,6.1065626
1931,1,maxtemp,6.4122612,6.4122612
1931,2,maxtemp,11.3611625,11.3611625
1931,3,maxtemp,11.9424601,11.9424601
1931,4,maxtemp,23.764386,23.764386
1931,5,maxtemp,27.657026,27.657026
1931,6,maxtemp,34.572248,34.572248
1931,7,maxtemp,37.176357,37.176357
1931,8,maxtemp,33.879868,33.879868
1931,9,maxtemp,32.549685,32.549685
1931,10,maxtemp,25.87316,25.87316
1931,11,maxtemp,16.213575,16.213575
1931,12,maxtemp,9.3233742,9.3233742
1932,1,maxtemp,4.901061,4.901061
1932,2,maxtemp,5.4745207,5.4745207
1932,3,maxtemp,7.1018107,7.1018107
1932,4,maxtemp,20.669801,20.669801
1932,5,maxtemp,28.93876,28.93876
1932,6,maxtemp,35.25403,35.25403
1932,7,maxtemp,36.13024,36.13024
1932,8,maxtemp,35.694433,35.694433
1932,9,maxtemp,29.727047,29.727047
1932,10,maxtemp,19.831529,19.831529
1932,11,maxtemp,10.7199022,10.7199022
1932,12,maxtemp,3.146092,3.146092
1933,1,maxtemp,6.0651248,6.0651248
1933,2,maxtemp,1.415614,1.415614
1933,3,maxtemp,10.17453434,10.17453434
1933,4,maxtemp,19.094659,19.094659
1933,5,maxtemp,28.334673,28.334673
1933,6,maxtemp,37.688635,37.688635
1933,7,maxtemp,37.2643,37.2643
1933,8,maxtemp,34.432283,34.432283
1933,9,maxtemp,31.480816,31.480816
1933,10,maxtemp,19.488558,19.488558
1933,11,maxtemp,8.9850448,8.9850448
1933,12,maxtemp,1.58327,1.58327
1934,1,maxtemp,5.084178,5.084178
1934,2,maxtemp,3.10486,3.10486
1934,3,maxtemp,9.50193635,9.50193635
1934,4,maxtemp,18.699008,18.699008
1934,5,maxtemp,32.210388,32.210388
1934,6,maxtemp,33.396154,33.396154
1934,7,maxtemp,35.955551,35.955551
1934,8,maxtemp,32.255732,32.255732
1934,9,maxtemp,26.993835,26.993835
1934,10,maxtemp,23.786281,23.786281
1934,11,maxtemp,14.6648364,14.6648364
1934,12,maxtemp,2.306811,2.306811
1935,1,maxtemp,-0.659282,-0.659282
1935,2,maxtemp,8.1825922,8.1825922
1935,3,maxtemp,10.8674569,10.8674569
1935,4,maxtemp,18.286832,18.286832
1935,5,maxtemp,26.100464,26.100464
1935,6,maxtemp,29.68322,29.68322
1935,7,maxtemp,37.65723,37.65723
1935,8,maxtemp,33.411224,33.411224
1935,9,maxtemp,27.627409,27.627409
1935,10,maxtemp,21.262786,21.262786
1935,11,maxtemp,8.0503914,8.0503914
1935,12,maxtemp,3.831103,3.831103
1936,1,maxtemp,-2.768378,-2.768378
1936,2,maxtemp,-3.834135,-3.834135
1936,3,maxtemp,10.08939849,10.08939849
1936,4,maxtemp,16.1705284,16.1705284
1936,5,maxtemp,29.819601,29.819601
1936,6,maxtemp,32.255388,32.255388
1936,7,maxtemp,39.871454,39.871454
1936,8,maxtemp,34.646456,34.646456
1936,9,maxtemp,30.594082,30.594082
1936,10,maxtemp,19.043475,19.043475
1936,11,maxtemp,9.2095857,9.2095857
1936,12,maxtemp,5.554277,5.554277
1937,1,maxtemp,-1.768558,-1.768558
1937,2,maxtemp,3.629774,3.629774
1937,3,maxtemp,10.28041992,10.28041992
1937,4,maxtemp,17.4795704,17.4795704
1937,5,maxtemp,28.973904,28.973904
1937,6,maxtemp,33.136026,33.136026
1937,7,maxtemp,36.499422,36.499422
1937,8,maxtemp,37.001415,37.001415
1937,9,maxtemp,29.27923,29.27923
1937,10,maxtemp,19.573472,19.573472
1937,11,maxtemp,10.9589589,10.9589589
1937,12,maxtemp,3.5687056,3.5687056
1938,1,maxtemp,0.6765995,0.6765995
1938,2,maxtemp,6.8798537,6.8798537
1938,3,maxtemp,16.8438354,16.8438354
1938,4,maxtemp,20.881017,20.881017
1938,5,maxtemp,25.824299,25.824299
1938,6,maxtemp,32.870625,32.870625
1938,7,maxtemp,35.302563,35.302563
1938,8,maxtemp,36.511465,36.511465
1938,9,maxtemp,29.563099,29.563099
1938,10,maxtemp,25.277245,25.277245
1938,11,maxtemp,10.2676605,10.2676605
1938,12,maxtemp,4.257237,4.257237
1939,1,maxtemp,4.124529,4.124529
1939,2,maxtemp,0.676853,0.676853
1939,3,maxtemp,10.43940687,10.43940687
1939,4,maxtemp,18.7603855,18.7603855
1939,5,maxtemp,29.985384,29.985384
1939,6,maxtemp,32.633411,32.633411
1939,7,maxtemp,37.093218,37.093218
1939,8,maxtemp,34.811234,34.811234
1939,9,maxtemp,29.819288,29.819288
1939,10,maxtemp,20.44214,20.44214
1939,11,maxtemp,16.0305204,16.0305204
1939,12,maxtemp,10.2993799,10.2993799
1940,1,maxtemp,0.203371,0.203371
1940,2,maxtemp,6.3951151,6.3951151
1940,3,maxtemp,8.2038765,8.2038765
1940,4,maxtemp,19.098819,19.098819
1940,5,maxtemp,26.727285,26.727285
1940,6,maxtemp,31.956856,31.956856
1940,7,maxtemp,36.16707,36.16707
1940,8,maxtemp,32.412344,32.412344
1940,9,maxtemp,31.428358,31.428358
1940,10,maxtemp,23.415948,23.415948
1940,11,maxtemp,9.23899865,9.23899865
1940,12,maxtemp,5.832718,5.832718
1941,1,maxtemp,2.7524667,2.7524667
1941,2,maxtemp,4.261787,4.261787
1941,3,maxtemp,10.5945738,10.5945738
1941,4,maxtemp,23.471942,23.471942
1941,5,maxtemp,30.468437,30.468437
1941,6,maxtemp,33.016829,33.016829
1941,7,maxtemp,37.202005,37.202005
1941,8,maxtemp,33.543736,33.543736
1941,9,maxtemp,28.82129,28.82129
1941,10,maxtemp,22.752476,22.752476
1941,11,maxtemp,12.7196307,12.7196307
1941,12,maxtemp,7.5784621,7.5784621
1942,1,maxtemp,5.5731745,5.5731745
1942,2,maxtemp,5.564466,5.564466
1942,3,maxtemp,13.8199768,13.8199768
1942,4,maxtemp,25.850061,25.850061
1942,5,maxtemp,26.810879,26.810879
1942,6,maxtemp,31.58829,31.58829
1942,7,maxtemp,34.504906,34.504906
1942,8,maxtemp,34.11351,34.11351
1942,9,maxtemp,27.076885,27.076885
1942,10,maxtemp,23.601789,23.601789
1942,11,maxtemp,12.2203784,12.2203784
1942,12,maxtemp,1.411125,1.411125
1943,1,maxtemp,-1.504345,-1.504345
1943,2,maxtemp,6.2891462,6.2891462
1943,3,maxtemp,8.0358917,8.0358917
1943,4,maxtemp,20.498227,20.498227
1943,5,maxtemp,26.862482,26.862482
1943,6,maxtemp,33.187153,33.187153
1943,7,maxtemp,38.023031,38.023031
1943,8,maxtemp,34.66877,34.66877
1943,9,maxtemp,27.78964,27.78964
1943,10,maxtemp,24.293474,24.293474
1943,11,maxtemp,9.61684924,9.61684924
1943,12,maxtemp,6.4665668,6.4665668
1944,1,maxtemp,7.7449782,7.7449782
1944,2,maxtemp,5.4299326,5.4299326
1944,3,maxtemp,9.2823322,9.2823322
1944,4,maxtemp,20.535238,20.535238
1944,5,maxtemp,29.066772,29.066772
1944,6,maxtemp,33.208408,33.208408
1944,7,maxtemp,34.791975,34.791975
1944,8,maxtemp,34.321365,34.321365
1944,9,maxtemp,28.203968,28.203968
1944,10,maxtemp,24.653019,24.653019
1944,11,maxtemp,13.209476,13.209476
1944,12,maxtemp,4.1370482,4.1370482
1945,1,maxtemp,0.796241,0.796241
1945,2,maxtemp,5.70888,5.70888
1945,3,maxtemp,17.3087487,17.3087487
1945,4,maxtemp,18.492649,18.492649
1945,5,maxtemp,24.98513,24.98513
1945,6,maxtemp,29.960709,29.960709
1945,7,maxtemp,34.11037,34.11037
1945,8,maxtemp,34.097765,34.097765
1945,9,maxtemp,27.22128,27.22128
1945,10,maxtemp,22.313092,22.313092
1945,11,maxtemp,9.67953128,9.67953128
1945,12,maxtemp,1.516429,1.516429
1946,1,maxtemp,2.1591005,2.1591005
1946,2,maxtemp,2.698066,2.698066
1946,3,maxtemp,18.094606,18.094606
1946,4,maxtemp,22.588163,22.588163
1946,5,maxtemp,26.646894,26.646894
1946,6,maxtemp,32.495626,32.495626
1946,7,maxtemp,35.861315,35.861315
1946,8,maxtemp,33.54387,33.54387
1946,9,maxtemp,28.305578,28.305578
1946,10,maxtemp,22.052205,22.052205
1946,11,maxtemp,12.8264873,12.8264873
1946,12,maxtemp,3.420796,3.420796
1947,1,maxtemp,4.769763,4.769763
1947,2,maxtemp,2.9577413,2.9577413
1947,3,maxtemp,10.47767717,10.47767717
1947,4,maxtemp,17.716019,17.716019
1947,5,maxtemp,25.199005,25.199005
1947,6,maxtemp,30.372488,30.372488
1947,7,maxtemp,36.942068,36.942068
1947,8,maxtemp,36.29056,36.29056
1947,9,maxtemp,28.141077,28.141077
1947,10,maxtemp,27.366713,27.366713
1947,11,maxtemp,8.625204,8.625204
1947,12,maxtemp,3.881459,3.881459
1948,1,maxtemp,0.314067,0.314067
1948,2,maxtemp,3.131869,3.131869
1948,3,maxtemp,10.64683396,10.64683396
1948,4,maxtemp,21.5883045,21.5883045
1948,5,maxtemp,28.738905,28.738905
1948,6,maxtemp,32.145302,32.145302
1948,7,maxtemp,35.615797,35.615797
1948,8,maxtemp,35.369146,35.369146
1948,9,maxtemp,32.59587,32.59587
1948,10,maxtemp,24.15948,24.15948
1948,11,maxtemp,12.114926,12.114926
1948,12,maxtemp,4.4898443,4.4898443
1949,1,maxtemp,2.771263,2.771263
1949,2,maxtemp,2.762077,2.762077
1949,3,maxtemp,9.57864147,9.57864147
1949,4,maxtemp,23.152066,23.152066
1949,5,maxtemp,28.921131,28.921131
1949,6,maxtemp,34.395866,34.395866
1949,7,maxtemp,35.246021,35.246021
1949,8,maxtemp,35.518597,35.518597
1949,9,maxtemp,27.835735,27.835735
1949,10,maxtemp,22.760909,22.760909
1949,11,maxtemp,12.9604907,12.9604907
1949,12,maxtemp,3.806914,3.806914
1950,1,maxtemp,-2.275536,-2.275536
1950,2,maxtemp,5.1221747,5.1221747
1950,3,maxtemp,8.1226277,8.1226277
1950,4,maxtemp,13.745798,13.745798
1950,5,maxtemp,25.11718,25.11718
1950,6,maxtemp,32.666008,32.666008
1950,7,maxtemp,33.67817,33.67817
1950,8,maxtemp,31.778046,31.778046
1950,9,maxtemp,29.30207,29.30207
1950,10,maxtemp,22.96426,22.96426
1950,11,maxtemp,9.82551543,9.82551543
1950,12,maxtemp,1.210368,1.210368
1951,1,maxtemp,0.896193,0.896193
1951,2,maxtemp,4.8500166,4.8500166
1951,3,maxtemp,8.4303132,8.4303132
1951,4,maxtemp,18.533939,18.533939
1951,5,maxtemp,30.456131,30.456131
1951,6,maxtemp,31.065199,31.065199
1951,7,maxtemp,34.87228,34.87228
1951,8,maxtemp,30.707094,30.707094
1951,9,maxtemp,25.595253,25.595253
1951,10,maxtemp,20.432883,20.432883
1951,11,maxtemp,8.5015354,8.5015354
1951,12,maxtemp,2.2160535,2.2160535
1952,1,maxtemp,2.0687857,2.0687857
1952,2,maxtemp,8.3544624,8.3544624
1952,3,maxtemp,9.84088911,9.84088911
1952,4,maxtemp,24.958065,24.958065
1952,5,maxtemp,29.185963,29.185963
1952,6,maxtemp,33.939987,33.939987
1952,7,maxtemp,35.38089,35.38089
1952,8,maxtemp,33.379454,33.379454
1952,9,maxtemp,29.358538,29.358538
1952,10,maxtemp,20.480032,20.480032
1952,11,maxtemp,13.2808154,13.2808154
1952,12,maxtemp,6.9903636,6.9903636
1953,1,maxtemp,3.3146214,3.3146214
1953,2,maxtemp,5.319299,5.319299
1953,3,maxtemp,11.8344188,11.8344188
1953,4,maxtemp,18.12456,18.12456
1953,5,maxtemp,27.672104,27.672104
1953,6,maxtemp,33.1247,33.1247
1953,7,maxtemp,35.059105,35.059105
1953,8,maxtemp,35.447096,35.447096
1953,9,maxtemp,28.337961,28.337961
1953,10,maxtemp,27.044453,27.044453
1953,11,maxtemp,15.37303,15.37303
1953,12,maxtemp,5.2473245,5.2473245
1954,1,maxtemp,-0.549789,-0.549789
1954,2,maxtemp,11.5097495,11.5097495
1954,3,maxtemp,10.27450097,10.27450097
1954,4,maxtemp,19.246673,19.246673
1954,5,maxtemp,23.603323,23.603323
1954,6,maxtemp,33.315052,33.315052
1954,7,maxtemp,35.605555,35.605555
1954,8,maxtemp,33.811682,33.811682
1954,9,maxtemp,26.900223,26.900223
1954,10,maxtemp,20.763517,20.763517
1954,11,maxtemp,14.0070796,14.0070796
1954,12,maxtemp,6.4695978,6.4695978
1955,1,maxtemp,2.2328696,2.2328696
1955,2,maxtemp,3.7814236,3.7814236
1955,3,maxtemp,8.9840742,8.9840742
1955,4,maxtemp,24.650677,24.650677
1955,5,maxtemp,30.600182,30.600182
1955,6,maxtemp,33.485378,33.485378
1955,7,maxtemp,37.2476,37.2476
1955,8,maxtemp,36.25292,36.25292
1955,9,maxtemp,28.399536,28.399536
1955,10,maxtemp,23.332598,23.332598
1955,11,maxtemp,7.9796658,7.9796658
1955,12,maxtemp,1.217157,1.217157
1956,1,maxtemp,4.103548,4.103548
1956,2,maxtemp,4.893154,4.893154
1956,3,maxtemp,9.71052706,9.71052706
1956,4,maxtemp,17.8433824,17.8433824
1956,5,maxtemp,26.772863,26.772863
1956,6,maxtemp,34.92773,34.92773
1956,7,maxtemp,33.258257,33.258257
1956,8,maxtemp,33.58808,33.58808
1956,9,maxtemp,27.311323,27.311323
1956,10,maxtemp,26.629927,26.629927
1956,11,maxtemp,12.3233576,12.3233576
1956,12,maxtemp,5.53275,5.53275
1957,1,maxtemp,-1.783362,-1.783362
1957,2,maxtemp,4.844531,4.844531
1957,3,maxtemp,11.6935939,11.6935939
1957,4,maxtemp,20.5843725,20.5843725
1957,5,maxtemp,28.245617,28.245617
1957,6,maxtemp,31.63365,31.63365
1957,7,maxtemp,36.847425,36.847425
1957,8,maxtemp,34.290316,34.290316
1957,9,maxtemp,27.861889,27.861889
1957,10,maxtemp,22.270448,22.270448
